player_id,birthDate,draft_year,name,position,college,salary,season_end,season_start,team,lat,long
acyqu01,"October 6, 1990",2012.0,Quincy Acy,Power Forward,Baylor University,1914544,2017,2016,Brooklyn Nets,31.5469132,-97.1210998
jackspi01,"August 29, 1991",2013.0,Pierre Jackson,Point Guard,Baylor University,750000,2016,2015,Philadelphia 76ers,31.5469132,-97.1210998
jeffeco01,"December 26, 1990",2014.0,Cory Jefferson,Power Forward,Baylor University,507336,2015,2014,Brooklyn Nets,31.5469132,-97.1210998
jonespe01,"September 24, 1991",2012.0,Perry Jones,Small Forward,Baylor University,2038206,2016,2015,Boston Celtics,31.5469132,-97.1210998
millequ01,"November 18, 1992",2012.0,Quincy Miller,Power Forward,Baylor University,788872,2014,2013,Denver Nuggets,31.5469132,-97.1210998
princta02,"March 22, 1994",2016.0,Taurean Prince,Small Forward,Baylor University,2422560,2018,2017,Atlanta Hawks,31.5469132,-97.1210998
adamsha01,"June 20, 1984",2006.0,Hassan Adams,Shooting Guard,University of Arizona,412718,2007,2006,New Jersey Nets,32.2318851,-110.9501094
arenagi01,"January 6, 1982",2001.0,Gilbert Arenas,Point Guard,University of Arizona,20807922,2013,2012,Orlando Magic,32.2318851,-110.9501094
bayleje01,"August 20, 1988",2008.0,Jerryd Bayless,Point Guard,University of Arizona,9424084,2017,2016,Philadelphia 76ers,32.2318851,-110.9501094
budinch01,"May 22, 1988",2009.0,Chase Budinger,Small Forward,University of Arizona,5000000,2016,2015,Indiana Pacers,32.2318851,-110.9501094
fryech01,"May 17, 1983",2005.0,Channing Frye,Center and,University of Arizona,8175476,2015,2014,Orlando Magic,32.2318851,-110.9501094
gordoaa01,"September 16, 1995",2014.0,Aaron Gordon,Power Forward,University of Arizona,5504420,2018,2017,Orlando Magic,32.2318851,-110.9501094
hilljo01,"July 27, 1987",2009.0,Jordan Hill,Center and,University of Arizona,9000000,2015,2014,Los Angeles Lakers,32.2318851,-110.9501094
hillso01,"March 18, 1991",2013.0,Solomon Hill,Small Forward,University of Arizona,12236535,2018,2017,New Orleans Pelicans,32.2318851,-110.9501094
holliro01,"January 3, 1995",2015.0,Rondae Hollis-Jefferson,Small Forward,University of Arizona,1471382,2018,2017,Brooklyn Nets,32.2318851,-110.9501094
iguodan01,"January 28, 1984",2004.0,Andre Iguodala,Small Forward,University of Arizona,14968250,2013,2012,Denver Nuggets,32.2318851,-110.9501094
jefferi01,"June 21, 1980",2001.0,Richard Jefferson,Small Forward,University of Arizona,14200000,2010,2009,San Antonio Spurs,32.2318851,-110.9501094
jerregr01,"July 8, 1993",2013.0,Grant Jerrett,Power Forward,University of Arizona,947276,2016,2015,Utah Jazz,32.2318851,-110.9501094
johnsni01,"December 22, 1992",2014.0,Nick Johnson,Shooting Guard,University of Arizona,980431,2017,2016,Denver Nuggets,32.2318851,-110.9501094
johnsst04,"May 29, 1996",2015.0,Stanley Johnson,Small Forward,University of Arizona,3097800,2018,2017,Detroit Pistons,32.2318851,-110.9501094
markkla01,"May 22, 1997",2017.0,Lauri Markkanen,Power Forward,University of Arizona,3821640,2018,2017,Chicago Bulls,32.2318851,-110.9501094
stoudsa01,"October 11, 1982",2005.0,Salim Stoudamire,Point Guard,University of Arizona,783000,2008,2007,Atlanta Hawks,32.2318851,-110.9501094
waltolu01,"March 28, 1980",2003.0,Luke Walton,Power Forward,University of Arizona,6091363,2013,2012,Cleveland Cavaliers,32.2318851,-110.9501094
willide02,"May 25, 1991",2011.0,Derrick Williams,Power Forward,University of Arizona,6331404,2015,2014,Sacramento Kings,32.2318851,-110.9501094
willima04,"November 18, 1986",2007.0,Marcus Williams,Power Forward,University of Arizona,12890,2008,2007,San Antonio Spurs,32.2318851,-110.9501094
adamsjo01,"July 8, 1994",2014.0,Jordan Adams,Shooting Guard, Los Angeles,1465080,2017,2016,Memphis Grizzlies,34.068921,-118.4451811
afflaar01,"October 15, 1985",2007.0,Arron Afflalo,Shooting Guard, Los Angeles,12500000,2017,2016,Sacramento Kings,34.068921,-118.4451811
anderky01,"September 20, 1993",2014.0,Kyle Anderson,Small Forward, Los Angeles,2151704,2018,2017,San Antonio Spurs,34.068921,-118.4451811
anigbik01,"October 17, 1998",2017.0,Ike Anigbogu,Center, Los Angeles,950000,2018,2017,Indiana Pacers,34.068921,-118.4451811
arizatr01,"June 30, 1985",2004.0,Trevor Ariza,Small Forward, Los Angeles,8579089,2015,2014,Houston Rockets,34.068921,-118.4451811
balllo01,"October 27, 1997",2017.0,Lonzo Ball,Point Guard, Los Angeles,6286560,2018,2017,Los Angeles Lakers,34.068921,-118.4451811
barnema02,"March 9, 1980",2002.0,Matt Barnes,Small Forward, Los Angeles,6125000,2017,2016,Sacramento Kings,34.068921,-118.4451811
collida01,"August 23, 1987",2009.0,Darren Collison,Point Guard, Los Angeles,10000000,2018,2017,Indiana Pacers,34.068921,-118.4451811
farmajo01,"November 30, 1986",2006.0,Jordan Farmar,Point Guard, Los Angeles,4000000,2012,2011,New Jersey Nets,34.068921,-118.4451811
gadzuda01,"February 2, 1978",2002.0,Dan Gadzuric,Center and, Los Angeles,7248325,2011,2010,New Jersey Nets,34.068921,-118.4451811
holidjr01,"June 12, 1990",2009.0,Jrue Holiday,Point Guard, Los Angeles,25686667,2018,2017,New Orleans Pelicans,34.068921,-118.4451811
holliry01,"October 10, 1984",2006.0,Ryan Hollins,Center and, Los Angeles,2483333,2012,2011,Cleveland Cavaliers,34.068921,-118.4451811
honeyty01,"July 15, 1990",2011.0,Tyler Honeycutt,Small Forward, Los Angeles,809875,2013,2012,Houston Rockets,34.068921,-118.4451811
kaponja01,"February 4, 1981",2003.0,Jason Kapono,Small Forward, Los Angeles,6641440,2011,2010,Philadelphia 76ers,34.068921,-118.4451811
lavinza01,"March 10, 1995",2014.0,Zach LaVine,Point Guard, Los Angeles,3202217,2018,2017,Chicago Bulls,34.068921,-118.4451811
leaftj01,"April 30, 1997",2017.0,T.J. Leaf,Power Forward, Los Angeles,2028360,2018,2017,Indiana Pacers,34.068921,-118.4451811
leema01,"May 22, 1990",2011.0,Malcolm Lee,Shooting Guard, Los Angeles,884293,2014,2013,Phoenix Suns,34.068921,-118.4451811
looneke01,"February 6, 1996",2015.0,Kevon Looney,Center and, Los Angeles,1471382,2018,2017,Golden State Warriors,34.068921,-118.4451811
loveke01,"September 7, 1988",2008.0,Kevin Love,Center and, Los Angeles,22642350,2018,2017,Cleveland Cavaliers,34.068921,-118.4451811
mbahalu01,"September 9, 1986",2008.0,Luc Mbah a Moute,Small Forward, Los Angeles,5000000,2012,2011,Milwaukee Bucks,34.068921,-118.4451811
moisoje01,"June 15, 1978",2000.0,Jerome Moiso,Center and, Los Angeles,1760000,2005,2004,Toronto Raptors,34.068921,-118.4451811
muhamsh01,"November 13, 1992",2013.0,Shabazz Muhammad,Small Forward, Los Angeles,3046299,2017,2016,Minnesota Timberwolves,34.068921,-118.4451811
powelno01,"May 25, 1993",2015.0,Norman Powell,Shooting Guard, Los Angeles,1471382,2018,2017,Toronto Raptors,34.068921,-118.4451811
thompdi01,"February 23, 1983",2005.0,Dijon Thompson,Shooting Guard, Los Angeles,398762,2006,2005,Phoenix Suns,34.068921,-118.4451811
watsoea01,"June 12, 1979",2001.0,Earl Watson,Point Guard, Los Angeles,6600000,2010,2009,Oklahoma City Thunder,34.068921,-118.4451811
westbru01,"November 12, 1988",2008.0,Russell Westbrook,Point Guard, Los Angeles,28530608,2018,2017,Oklahoma City Thunder,34.068921,-118.4451811
adamsst01,"July 20, 1993",2013.0,Steven Adams,Center,University of Pittsburgh,22471910,2018,2017,Oklahoma City Thunder,40.4443533,-79.960835
blairde01,"April 22, 1989",2009.0,DeJuan Blair,Center and,University of Pittsburgh,2000000,2016,2015,Phoenix Suns,40.4443533,-79.960835
grayaa01,"December 7, 1984",2007.0,Aaron Gray,Center,University of Pittsburgh,2690875,2014,2013,Toronto Raptors,40.4443533,-79.960835
pattela01,"August 12, 1991",2014.0,Lamar Patterson,Shooting Guard,University of Pittsburgh,525093,2016,2015,Atlanta Hawks,40.4443533,-79.960835
taftch01,"March 10, 1985",2005.0,Chris Taft,Center,University of Pittsburgh,664209,2007,2006,Golden State Warriors,40.4443533,-79.960835
youngsa01,"June 1, 1985",2009.0,Sam Young,Shooting Guard,University of Pittsburgh,947800,2012,2011,Memphis Grizzlies,40.4443533,-79.960835
adebaba01,"July 18, 1997",2017.0,Bam Adebayo,Center,University of Kentucky,2490360,2018,2017,Miami Heat,38.0306511,-84.5039697
bledser01,"December 9, 1989",2010.0,Eric Bledsoe,Point Guard,University of Kentucky,14500000,2018,2017,Milwaukee Bucks,38.0306511,-84.5039697
boganke01,"May 12, 1980",2003.0,Keith Bogans,Small Forward,University of Kentucky,5058198,2014,2013,Boston Celtics,38.0306511,-84.5039697
bookede01,"October 30, 1996",2015.0,Devin Booker,Shooting Guard,University of Kentucky,2319360,2018,2017,Phoenix Suns,38.0306511,-84.5039697
caulewi01,"August 18, 1993",2015.0,Willie Cauley-Stein,Center,University of Kentucky,3704160,2018,2017,Sacramento Kings,38.0306511,-84.5039697
couside01,"August 13, 1990",2010.0,DeMarcus Cousins,Center,University of Kentucky,18063850,2018,2017,New Orleans Pelicans,38.0306511,-84.5039697
davisan02,"March 11, 1993",2012.0,Anthony Davis,Power Forward,University of Kentucky,23775506,2018,2017,New Orleans Pelicans,38.0306511,-84.5039697
foxde01,"December 20, 1997",2017.0,De'Aaron Fox,Point Guard,University of Kentucky,4609200,2018,2017,Sacramento Kings,38.0306511,-84.5039697
goodwar01,"August 17, 1994",2013.0,Archie Goodwin,Point Guard,University of Kentucky,2094089,2017,2016,Phoenix Suns,38.0306511,-84.5039697
harrejo01,"February 12, 1989",2011.0,Josh Harrellson,Power Forward,University of Kentucky,884293,2014,2013,Detroit Pistons,38.0306511,-84.5039697
harrian01,"October 28, 1994",2015.0,Andrew Harrison,Point Guard,University of Kentucky,1312611,2018,2017,Memphis Grizzlies,38.0306511,-84.5039697
johnsda04,"September 22, 1995",2015.0,Dakari Johnson,Center,University of Kentucky,815615,2018,2017,Oklahoma City Thunder,38.0306511,-84.5039697
joneste01,"January 9, 1992",2012.0,Terrence Jones,Power Forward,University of Kentucky,2489530,2016,2015,Houston Rockets,38.0306511,-84.5039697
kiddgmi01,"September 26, 1993",2012.0,Michael Kidd-Gilchrist,Small Forward,University of Kentucky,13000000,2018,2017,Charlotte Hornets,38.0306511,-84.5039697
knighbr03,"December 2, 1991",2011.0,Brandon Knight,Point Guard,University of Kentucky,13618750,2018,2017,Phoenix Suns,38.0306511,-84.5039697
labissk01,"March 18, 1996",2016.0,Skal Labissiere,Power Forward,University of Kentucky,1312611,2018,2017,Sacramento Kings,38.0306511,-84.5039697
lambdo01,"November 6, 1991",2012.0,Doron Lamb,Shooting Guard,University of Kentucky,788872,2014,2013,Orlando Magic,38.0306511,-84.5039697
liggide01,"March 31, 1988",2011.0,DeAndre Liggins,Shooting Guard,University of Kentucky,1015696,2017,2016,Dallas Mavericks,38.0306511,-84.5039697
lylestr01,"November 5, 1995",2015.0,Trey Lyles,Power Forward,University of Kentucky,2441400,2018,2017,Denver Nuggets,38.0306511,-84.5039697
magloja01,"May 21, 1978",2000.0,Jamaal Magloire,Center,University of Kentucky,8533333,2006,2005,Milwaukee Bucks,38.0306511,-84.5039697
meeksjo01,"August 21, 1987",2009.0,Jodie Meeks,Shooting Guard,University of Kentucky,6540000,2017,2016,Orlando Magic,38.0306511,-84.5039697
milleda01,"March 21, 1990",2012.0,Darius Miller,Small Forward,University of Kentucky,2100000,2018,2017,New Orleans Pelicans,38.0306511,-84.5039697
monkma01,"February 4, 1998",2017.0,Malik Monk,Shooting Guard,University of Kentucky,2904480,2018,2017,Charlotte Hornets,38.0306511,-84.5039697
murraja01,"February 23, 1997",2016.0,Jamal Murray,Shooting Guard,University of Kentucky,3355320,2018,2017,Denver Nuggets,38.0306511,-84.5039697
noelne01,"April 10, 1994",2013.0,Nerlens Noel,Power Forward,University of Kentucky,4384490,2017,2016,Dallas Mavericks,38.0306511,-84.5039697
ortonda01,"August 6, 1990",2010.0,Daniel Orton,Center and,University of Kentucky,1105560,2012,2011,Orlando Magic,38.0306511,-84.5039697
pattepa01,"March 14, 1989",2010.0,Patrick Patterson,Power Forward,University of Kentucky,6268675,2016,2015,Toronto Raptors,38.0306511,-84.5039697
princta01,"February 28, 1980",2002.0,Tayshaun Prince,Small Forward,University of Kentucky,11148760,2011,2010,Detroit Pistons,38.0306511,-84.5039697
randlju01,"November 29, 1994",2014.0,Julius Randle,Power Forward,University of Kentucky,4149242,2018,2017,Los Angeles Lakers,38.0306511,-84.5039697
rondora01,"February 22, 1986",2006.0,Rajon Rondo,Point Guard,University of Kentucky,14000000,2017,2016,Chicago Bulls,38.0306511,-84.5039697
teaguma01,"February 28, 1993",2012.0,Marquis Teague,Point Guard,University of Kentucky,1120920,2015,2014,Philadelphia 76ers,38.0306511,-84.5039697
townska01,"November 15, 1995",2015.0,Karl-Anthony Towns,Center,University of Kentucky,6216840,2018,2017,Minnesota Timberwolves,38.0306511,-84.5039697
ulisty01,"January 5, 1996",2016.0,Tyler Ulis,Point Guard,University of Kentucky,1312611,2018,2017,Phoenix Suns,38.0306511,-84.5039697
walljo01,"September 6, 1990",2010.0,John Wall,Point Guard,University of Kentucky,18063850,2018,2017,Washington Wizards,38.0306511,-84.5039697
agerma01,"February 9, 1984",2006.0,Maurice Ager,Shooting Guard,Michigan State University,1042440,2009,2008,New Jersey Nets,42.701848,-84.4821719
brownsh01,"November 29, 1985",2006.0,Shannon Brown,Shooting Guard,Michigan State University,3500000,2014,2013,Phoenix Suns,42.701848,-84.4821719
cleavma01,"September 7, 1977",2000.0,Mateen Cleaves,Point Guard,Michigan State University,1441440,2003,2002,Sacramento Kings,42.701848,-84.4821719
davisde01,"December 2, 1996",2016.0,Deyonta Davis,Center,Michigan State University,1369229,2017,2016,Memphis Grizzlies,42.701848,-84.4821719
davispa01,"July 21, 1984",2006.0,Paul Davis,Power Forward,Michigan State University,687456,2008,2007,Los Angeles Clippers,42.701848,-84.4821719
dawsobr01,"February 1, 1993",2015.0,Branden Dawson,Power Forward,Michigan State University,525093,2016,2015,Los Angeles Clippers,42.701848,-84.4821719
greendr01,"March 4, 1990",2012.0,Draymond Green,Small Forward,Michigan State University,16400000,2018,2017,Golden State Warriors,42.701848,-84.4821719
harriga01,"September 14, 1994",2014.0,Gary Harris,Shooting Guard,Michigan State University,2550055,2018,2017,Denver Nuggets,42.701848,-84.4821719
petermo01,"August 26, 1977",2000.0,Morris Peterson,Small Forward,Michigan State University,6665000,2011,2010,Charlotte Bobcats,42.701848,-84.4821719
randoza01,"July 16, 1981",2001.0,Zach Randolph,Power Forward,Michigan State University,17800000,2014,2013,Memphis Grizzlies,42.701848,-84.4821719
richaja01,"January 20, 1981",2001.0,Jason Richardson,Small Forward,Michigan State University,14444444,2011,2010,Orlando Magic,42.701848,-84.4821719
valende01,"November 16, 1993",2016.0,Denzel Valentine,Shooting Guard,Michigan State University,2186400,2018,2017,Chicago Bulls,42.701848,-84.4821719
alabiso01,"March 21, 1988",2010.0,Solomon Alabi,Center,Florida State University,830000,2012,2011,Toronto Raptors,30.4418778,-84.29848890000001
bacondw01,"August 30, 1995",2017.0,Dwayne Bacon,Shooting Guard,Florida State University,815615,2018,2017,Charlotte Hornets,30.4418778,-84.29848890000001
beaslma01,"November 26, 1996",2016.0,Malik Beasley,Shooting Guard,Florida State University,1700640,2018,2017,Denver Nuggets,30.4418778,-84.29848890000001
isaacjo01,"October 3, 1997",2017.0,Jonathan Isaac,Power Forward,Florida State University,4186320,2018,2017,Orlando Magic,30.4418778,-84.29848890000001
jamesbe01,"February 7, 1985",2012.0,Bernard James,Center,Florida State University,915243,2015,2014,Dallas Mavericks,30.4418778,-84.29848890000001
johnsal01,"February 8, 1983",2006.0,Alexander Johnson,Power Forward,Florida State University,687456,2008,2007,Miami Heat,30.4418778,-84.29848890000001
reidry01,"October 30, 1986",2010.0,Ryan Reid,Power Forward,Florida State University,475000,2012,2011,Oklahoma City Thunder,30.4418778,-84.29848890000001
singlch01,"November 21, 1989",2011.0,Chris Singleton,Small Forward,Florida State University,1618680,2014,2013,Washington Wizards,30.4418778,-84.29848890000001
thornal01,"December 7, 1983",2007.0,Al Thornton,Small Forward,Florida State University,2814196,2011,2010,Washington Wizards,30.4418778,-84.29848890000001
wafervo01,"July 21, 1985",2005.0,Von Wafer,Small Forward,Florida State University,915852,2011,2010,Boston Celtics,30.4418778,-84.29848890000001
aldrico01,"October 31, 1988",2010.0,Cole Aldrich,Center,University of Kansas,7643979,2017,2016,Minnesota Timberwolves,38.9543439,-95.25579609999998
arthuda01,"March 25, 1988",2008.0,Darrell Arthur,Small Forward,University of Kansas,8070175,2017,2016,Denver Nuggets,38.9543439,-95.25579609999998
chalmma01,"May 19, 1986",2008.0,Mario Chalmers,Point Guard,University of Kansas,4300000,2016,2015,Memphis Grizzlies,38.9543439,-95.25579609999998
collini01,"October 26, 1980",2003.0,Nick Collison,Power Forward,University of Kansas,13250000,2011,2010,Oklahoma City Thunder,38.9543439,-95.25579609999998
diallch01,"September 13, 1996",2016.0,Cheick Diallo,Power Forward,University of Kansas,1312611,2018,2017,New Orleans Pelicans,38.9543439,-95.25579609999998
embiijo01,"March 16, 1994",2014.0,Joel Embiid,Center,University of Kansas,6100266,2018,2017,Philadelphia 76ers,38.9543439,-95.25579609999998
goodedr01,"September 24, 1981",2002.0,Drew Gooden,Small Forward,University of Kansas,7151183,2009,2008,Sacramento Kings,38.9543439,-95.25579609999998
henryxa01,"March 15, 1991",2010.0,Xavier Henry,Small Forward,University of Kansas,2323200,2013,2012,New Orleans Hornets,38.9543439,-95.25579609999998
hinriki01,"January 2, 1981",2003.0,Kirk Hinrich,Point Guard,University of Kansas,11250000,2008,2007,Chicago Bulls,38.9543439,-95.25579609999998
jacksda01,"November 7, 1985",2008.0,Darnell Jackson,Power Forward,University of Kansas,854389,2011,2010,Sacramento Kings,38.9543439,-95.25579609999998
jacksjo02,"February 10, 1997",2017.0,Josh Jackson,Small Forward,University of Kansas,5090040,2018,2017,Phoenix Suns,38.9543439,-95.25579609999998
kaunsa01,"May 8, 1985",2008.0,Sasha Kaun,Center,University of Kansas,1333420,2017,2016,Philadelphia 76ers,38.9543439,-95.25579609999998
masonfr01,"April 3, 1994",2017.0,Frank Mason III,Point Guard,University of Kansas,1184385,2018,2017,Sacramento Kings,38.9543439,-95.25579609999998
mclembe01,"February 11, 1993",2013.0,Ben McLemore,Shooting Guard,University of Kansas,5200000,2018,2017,Memphis Grizzlies,38.9543439,-95.25579609999998
morrima03,"September 2, 1989",2011.0,Marcus Morris,Small Forward,University of Kansas,5000000,2018,2017,Boston Celtics,38.9543439,-95.25579609999998
morrima02,"September 2, 1989",2011.0,Markieff Morris,Power Forward,University of Kansas,8000000,2018,2017,Washington Wizards,38.9543439,-95.25579609999998
oubreke01,"December 9, 1995",2015.0,Kelly Oubre Jr.,Small Forward,University of Kansas,2093040,2018,2017,Washington Wizards,38.9543439,-95.25579609999998
robinth01,"March 17, 1991",2012.0,Thomas Robinson,Power Forward,University of Kansas,3678360,2015,2014,Philadelphia 76ers,38.9543439,-95.25579609999998
rushbr01,"July 7, 1985",2008.0,Brandon Rush,Shooting Guard,University of Kansas,4000000,2014,2013,Utah Jazz,38.9543439,-95.25579609999998
selbyjo01,"March 27, 1991",2011.0,Josh Selby,Point Guard,University of Kansas,762195,2013,2012,Cleveland Cavaliers,38.9543439,-95.25579609999998
simiewa01,"March 9, 1983",2005.0,Wayne Simien,Power Forward,University of Kansas,932760,2007,2006,Miami Heat,38.9543439,-95.25579609999998
tayloty01,"April 12, 1990",2012.0,Tyshawn Taylor,Point Guard,University of Kansas,788872,2014,2013,Brooklyn Nets,38.9543439,-95.25579609999998
wiggian01,"February 23, 1995",2014.0,Andrew Wiggins,Small Forward,University of Kansas,7574322,2018,2017,Minnesota Timberwolves,38.9543439,-95.25579609999998
witheje01,"March 7, 1990",2013.0,Jeff Withey,Center,University of Kansas,1577320,2018,2017,Dallas Mavericks,38.9543439,-95.25579609999998
wrighju01,"May 20, 1987",2007.0,Julian Wright,Small Forward,University of Kansas,2858057,2011,2010,Toronto Raptors,38.9543439,-95.25579609999998
aldrila01,"July 19, 1985",2006.0,LaMarcus Aldridge,Power Forward,University of Texas at Austin,21461010,2018,2017,San Antonio Spurs,30.2849185,-97.73405670000001
allenja01,"April 21, 1998",2017.0,Jarrett Allen,Center,University of Texas at Austin,1713720,2018,2017,Brooklyn Nets,30.2849185,-97.73405670000001
augusdj01,"November 10, 1987",2008.0,D.J. Augustin,Point Guard,University of Texas at Austin,7250000,2018,2017,Orlando Magic,30.2849185,-97.73405670000001
bradlav01,"November 26, 1990",2010.0,Avery Bradley,Point Guard,University of Texas at Austin,8808989,2018,2017,Los Angeles Clippers,30.2849185,-97.73405670000001
duranke01,"September 29, 1988",2007.0,Kevin Durant,Power Forward,University of Texas at Austin,26540100,2017,2016,Golden State Warriors,30.2849185,-97.73405670000001
fordtj01,"March 24, 1983",2003.0,T.J. Ford,Point Guard,University of Texas at Austin,8500000,2011,2010,Indiana Pacers,30.2849185,-97.73405670000001
gibsoda01,"February 27, 1986",2006.0,Daniel Gibson,Shooting Guard,University of Texas at Austin,4792332,2013,2012,Cleveland Cavaliers,30.2849185,-97.73405670000001
hamiljo02,"October 6, 1990",2011.0,Jordan Hamilton,Small Forward,University of Texas at Austin,1169880,2014,2013,Denver Nuggets,30.2849185,-97.73405670000001
iveyro01,"December 20, 1981",2004.0,Royal Ivey,Shooting Guard,University of Texas at Austin,1223166,2013,2012,Philadelphia 76ers,30.2849185,-97.73405670000001
jamesda01,"October 7, 1987",2010.0,Damion James,Small Forward,University of Texas at Austin,1243080,2012,2011,New Jersey Nets,30.2849185,-97.73405670000001
josepco01,"August 20, 1991",2011.0,Cory Joseph,Point Guard,University of Texas at Austin,7630000,2018,2017,Indiana Pacers,30.2849185,-97.73405670000001
mihmch01,"July 16, 1979",2000.0,Chris Mihm,Power Forward,University of Texas at Austin,4214241,2007,2006,Los Angeles Lakers,30.2849185,-97.73405670000001
pittmde01,"March 2, 1988",2010.0,Dexter Pittman,Center,University of Texas at Austin,854389,2013,2012,Memphis Grizzlies,30.2849185,-97.73405670000001
thomptr01,"March 13, 1991",2011.0,Tristan Thompson,Power Forward,University of Texas at Austin,16400000,2018,2017,Cleveland Cavaliers,30.2849185,-97.73405670000001
tuckepj01,"May 5, 1985",2006.0,P.J. Tucker,Small Forward,University of Texas at Austin,7590035,2018,2017,Houston Rockets,30.2849185,-97.73405670000001
turnemy01,"March 24, 1996",2015.0,Myles Turner,Center,University of Texas at Austin,2569920,2018,2017,Indiana Pacers,30.2849185,-97.73405670000001
alexajo01,"December 26, 1986",2008.0,Joe Alexander,Small Forward,West Virginia University,2583360,2010,2009,Chicago Bulls,39.648035899999996,-79.9697147
ebankde01,"October 28, 1989",2010.0,Devin Ebanks,Shooting Guard,West Virginia University,1054389,2013,2012,Los Angeles Lakers,39.648035899999996,-79.9697147
allenla01,"February 4, 1989",2011.0,Lavoy Allen,Power Forward,Temple University,4000000,2017,2016,Indiana Pacers,39.980594200000006,-75.1557376
collima01,"August 4, 1984",2006.0,Mardy Collins,Shooting Guard,Temple University,1867742,2010,2009,Los Angeles Clippers,39.980594200000006,-75.1557376
aminual01,"September 21, 1990",2010.0,Al-Farouq Aminu,Power Forward,Wake Forest University,7680965,2017,2016,Portland Trail Blazers,36.135505200000004,-80.2791958
collijo01,"September 23, 1997",2017.0,John Collins,Power Forward,Wake Forest University,1936920,2018,2017,Atlanta Hawks,36.135505200000004,-80.2791958
howarjo01,"April 28, 1980",2003.0,Josh Howard,Small Forward,Wake Forest University,10890000,2010,2009,Washington Wizards,36.135505200000004,-80.2791958
johnsja01,"February 20, 1987",2009.0,James Johnson,Power Forward,Wake Forest University,13954000,2018,2017,Miami Heat,36.135505200000004,-80.2791958
